judul berita,link berita,gambar
Megawati Minta Semua Pihak Gotong Royong Hadapi Bencana di Indonesia,https://news.detik.com/detiktv/d-5545455/megawati-minta-semua-pihak-gotong-royong-hadapi-bencana-di-indonesia,https://akcdn.detik.net.id/community/media/visual/2021/01/07/screenshot-ketum-pdip-megawati-soekarnoputri-melalui-aplikasi-zoom-dok-istimewa_43.jpeg?w=210&q=90
Momen 12 Pasangan Bukan Suami-Istri di Ciamis Digerebek Satpol PP,https://news.detik.com/detiktv/d-5545453/momen-12-pasangan-bukan-suami-istri-di-ciamis-digerebek-satpol-pp,https://akcdn.detik.net.id/community/media/visual/2021/04/25/sejumlah-pasangan-bukan-suami-istri-diamankan-petugas-di-ciamis_43.jpeg?w=210&q=90
"Tentang 'On Eternal Patrol', Ramai Disebut Kala KRI Nanggala-402 Tenggelam",https://news.detik.com/berita/d-5545451/tentang-on-eternal-patrol-ramai-disebut-kala-kri-nanggala-402-tenggelam,https://akcdn.detik.net.id/community/media/visual/2021/04/21/kapal-selam-kri-nanggala-402-saat-latihan-pratugas-satgas-operasi-pengamanan-perbatasan-pamtas-maphilindo-2017-di-laut-jawa-ju_43.jpeg?w=210&q=90
Cerita Biduanita Dilaporkan Perkosa Remaja Pria dan Pembantahannya,https://news.detik.com/berita-jawa-timur/d-5545449/cerita-biduanita-dilaporkan-perkosa-remaja-pria-dan-pembantahannya,https://akcdn.detik.net.id/community/media/visual/2021/04/24/biduanita-di-kota-probolinggo_43.jpeg?w=210&q=90
Sederet Kepingan dari KRI Nanggala-402 yang Tenggelam,https://news.detik.com/berita/d-5545447/sederet-kepingan-dari-kri-nanggala-402-yang-tenggelam,https://akcdn.detik.net.id/community/media/visual/2021/04/24/penampakan-barang-barang-temuan-kri-nanggala-402-1_43.jpeg?w=210&q=90
"Larangan Diperketat, Masih Ada Pemudik di Jalur Pantura Subang",https://news.detik.com/detiktv/d-5545445/larangan-diperketat-masih-ada-pemudik-di-jalur-pantura-subang,https://akcdn.detik.net.id/community/media/visual/2020/07/29/suasana-di-jalur-pantura-brebes-rabu-2972020_43.jpeg?w=210&q=90
CEO Pfizer Optimis Vaksinnya Kendalikan COVID-19 di India,https://news.detik.com/detiktv/d-5545443/ceo-pfizer-optimis-vaksinnya-kendalikan-covid-19-di-india,https://akcdn.detik.net.id/community/media/visual/2021/04/16/vaksin-pfizer-mungkin-perlu-dosis-ketiga-lalu-vaksinasi-tiap-tahun_43.jpeg?w=210&q=90
Komisi II DPR: Kebijakan e-KTP Transgender Patut Didukung,https://news.detik.com/berita/d-5545442/komisi-ii-dpr-kebijakan-e-ktp-transgender-patut-didukung,https://akcdn.detik.net.id/community/media/visual/2021/01/25/luqman-hakim_43.jpeg?w=210&q=90
Melihat Koleksi Kitab Kuno hingga Al-Qur'an Bertinta Emas di Bantul,https://news.detik.com/berita-jawa-tengah/d-5545441/melihat-koleksi-kitab-kuno-hingga-al-quran-bertinta-emas-di-bantul,https://akcdn.detik.net.id/community/media/visual/2021/04/23/pria-bantul-ini-mengoleksi-naskah-kuno-hingga-al-quran-tulisan-tangan-bertinta-emas-1_43.jpeg?w=210&q=90
Perjalanan KRI Nanggala-402 Hilang Kontak hingga Dinyatakan Tenggelam,https://news.detik.com/berita/d-5545437/perjalanan-kri-nanggala-402-hilang-kontak-hingga-dinyatakan-tenggelam,https://akcdn.detik.net.id/community/media/visual/2021/04/21/ini-potret-kapal-selam-kri-nanggala-402-yang-hilang-kontak-di-bali-4_43.jpeg?w=210&q=90
Foto Populer Sepekan: 'Tsunami' Corona di India-Hilangnya KRI Nanggala,https://news.detik.com/foto-news/d-5544143/foto-populer-sepekan-tsunami-corona-di-india-hilangnya-kri-nanggala,https://akcdn.detik.net.id/community/media/visual/2021/04/25/foto-populer-sepekan_43.gif?w=210&q=90
Doa Ratusan Santri Banyuwangi untuk Awak KRI Nanggala-402,https://news.detik.com/berita-jawa-timur/d-5545440/doa-ratusan-santri-banyuwangi-untuk-awak-kri-nanggala-402,https://akcdn.detik.net.id/community/media/visual/2021/04/25/santri-banyuwangi-gelar-doa-bersama-untuk-awak-kri-nanggala-402-1_43.jpeg?w=210&q=90
MAKI Minta Azis Syamsuddin Klarifikasi Terbuka!,https://news.detik.com/berita/d-5545435/maki-minta-azis-syamsuddin-klarifikasi-terbuka,https://akcdn.detik.net.id/community/media/visual/2021/02/23/boyamin-saiman_43.jpeg?w=210&q=90
Bagaimana Kolom Jenis Kelamin di KTP Transgender? Ini Kata Kemendagri,https://news.detik.com/berita/d-5545429/bagaimana-kolom-jenis-kelamin-di-ktp-transgender-ini-kata-kemendagri,https://akcdn.detik.net.id/community/media/visual/2019/06/11/24eae08e-0d58-4386-98a3-8ecffd131a5f_43.jpeg?w=210&q=90
"Anomali Cuaca Ekstrem Meningkat, Indonesia Diminta Waspada",https://news.detik.com/detiktv/d-5545428/anomali-cuaca-ekstrem-meningkat-indonesia-diminta-waspada,https://akcdn.detik.net.id/community/media/visual/2021/04/04/banjir-bandang-flores-timur-2_43.jpeg?w=210&q=90
Tertangkapnya Pengemudi Porsche Penerobos Busway,https://news.detik.com/berita/d-5545427/tertangkapnya-pengemudi-porsche-penerobos-busway,https://akcdn.detik.net.id/community/media/visual/2021/04/24/porsche-putih-penerobos-busway-di-jaksel-diamankan-polisi-rakha-ariyanto-darmawandetikcom_43.jpeg?w=210&q=90
"MUI Imbau Salat Idul Fitri di Rumah, Muhammadiyah Setuju",https://news.detik.com/berita/d-5545422/mui-imbau-salat-idul-fitri-di-rumah-muhammadiyah-setuju,https://akcdn.detik.net.id/community/media/visual/2018/05/30/eafc20b3-df3c-40a9-86e6-d686e598ba70_43.jpeg?w=210&q=90
Kisah Abdul Sosok DJ Mucikari Tobat Jadi Pendakwah,https://news.detik.com/detiktv/d-5545421/kisah-abdul-sosok-dj-mucikari-tobat-jadi-pendakwah,https://akcdn.detik.net.id/community/media/visual/2021/04/25/thumbnail-sosok-dj-mucikari_43.jpeg?w=210&q=90
Jagalah Sholatmu!,https://news.detik.com/infografis/d-5545318/jagalah-sholatmu,https://akcdn.detik.net.id/community/media/visual/2021/04/24/mutiara-ramadhan-umar-bin-khattabn3_43.jpeg?w=210&q=90
Janji KPK Tak Pandang Bulu Usut Azis Syamsuddin,https://news.detik.com/berita/d-5545418/janji-kpk-tak-pandang-bulu-usut-azis-syamsuddin,https://akcdn.detik.net.id/community/media/visual/2021/03/02/gedung-baru-kpk-2_43.jpeg?w=210&q=90
Polisi Sebar Informasi Hilangnya Istri yang Disayembara Rp 125 Juta,https://news.detik.com/berita/d-5545415/polisi-sebar-informasi-hilangnya-istri-yang-disayembara-rp-125-juta,https://akcdn.detik.net.id/community/media/visual/2021/04/23/ini-foto-foto-ervina-lubis-warga-riau-yang-hilang-dan-disayembarakan_43.jpeg?w=210&q=90
Kemenag: Salat Idul Fitri di Masjid/Lapangan Bisa Dilakukan dengan Syarat,https://news.detik.com/berita/d-5545413/kemenag-salat-idul-fitri-di-masjidlapangan-bisa-dilakukan-dengan-syarat,https://akcdn.detik.net.id/community/media/visual/2020/12/17/dirjen-bimas-islam-kemenag-kamaruddin-amin_43.jpeg?w=210&q=90
Fakta Penting Tenggelamnya Kapal Selam KRI Nanggala-402,https://news.detik.com/berita/d-5545407/fakta-penting-tenggelamnya-kapal-selam-kri-nanggala-402,https://akcdn.detik.net.id/community/media/visual/2021/04/21/kri-nanggala-402-pada-tahun-2014-1_43.jpeg?w=210&q=90
Pertunjukan Seni di Masjid,https://news.detik.com/berita/d-5545321/pertunjukan-seni-di-masjid,https://akcdn.detik.net.id/community/media/visual/2020/08/19/nasaruddin-umar_43.jpeg?w=210&q=90
Melihat Asyiknya Komunitas Skateboard Karawang Menunggu Waktu Sahur,https://news.detik.com/berita-jawa-barat/d-5545398/melihat-asyiknya-komunitas-skateboard-karawang-menunggu-waktu-sahur,https://akcdn.detik.net.id/community/media/visual/2021/04/25/komunitas-skateboard-karawang_43.jpeg?w=210&q=90
KRI Nanggala-402 Tenggelam di Palung Laut Berarus Kencang,https://news.detik.com/berita/d-5545397/kri-nanggala-402-tenggelam-di-palung-laut-berarus-kencang,https://akcdn.detik.net.id/community/media/visual/2021/04/21/kri-nanggala-402_43.jpeg?w=210&q=90
"Konon Sunan Muria Pernah Membakar Masjid Lho, Bagaimana Ceritanya?",https://news.detik.com/berita-jawa-tengah/d-5544840/konon-sunan-muria-pernah-membakar-masjid-lho-bagaimana-ceritanya,https://akcdn.detik.net.id/community/media/visual/2021/04/22/masjid-sunan-muria-1_43.jpeg?w=210&q=90
detikKultum Prof Nasaruddin Umar: Kalian Mau ke Mana?,https://news.detik.com/berita/d-5545396/detikkultum-prof-nasaruddin-umar-kalian-mau-ke-mana,https://akcdn.detik.net.id/community/media/visual/2020/06/26/nasaruddin-umar_43.jpeg?w=210&q=90
"'Tsunami' Corona India, Acuan Pemerintah Perketat Larangan Mudik",https://news.detik.com/detiktv/d-5545395/tsunami-corona-india-acuan-pemerintah-perketat-larangan-mudik,https://akcdn.detik.net.id/community/media/visual/2019/12/05/5282b966-395a-4947-a348-0c4fc4f1d894_43.jpeg?w=210&q=90
Kalian Mau Ke Mana?,https://news.detik.com/detiktv/d-5545394/kalian-mau-ke-mana,https://akcdn.detik.net.id/community/media/visual/2021/04/25/thumbnail-kultum-nasaruddin-umar_43.png?w=210&q=90
Otak Kudeta Myanmar Hadiri KTT ASEAN Tuai Protes Massa,https://news.detik.com/berita/d-5545393/otak-kudeta-myanmar-hadiri-ktt-asean-tuai-protes-massa,https://akcdn.detik.net.id/community/media/visual/2021/04/24/pemimpin-junta-militer-myanmar-jenderal-min-aung-hlaing-tiba-di-bandara-soekarno-hatta-24-april-2021-rusmanbiro-pers-sekretari-3_43.jpeg?w=210&q=90
Cek Lur! Jadwal Imsak di 35 Daerah Jawa Tengah,https://news.detik.com/berita-jawa-tengah/d-5545202/cek-lur-jadwal-imsak-di-35-daerah-jawa-tengah,https://akcdn.detik.net.id/community/media/visual/2021/04/21/ilustrasi-ramadhan-atau-ramadan_43.jpeg?w=210&q=90
"PSU Pilkada Labuhanbatu, Erik-Ellya Kini Unggul",https://news.detik.com/berita/d-5545389/psu-pilkada-labuhanbatu-erik-ellya-kini-unggul,https://akcdn.detik.net.id/community/media/visual/2020/12/11/pilkada-asmat_43.jpeg?w=210&q=90
Jadwal Imsak untuk Yogya dan Sekitarnya 25 April,https://news.detik.com/berita-jawa-tengah/d-5545290/jadwal-imsak-untuk-yogya-dan-sekitarnya-25-april,https://akcdn.detik.net.id/community/media/visual/2021/04/16/miniatur-masjid-raya-baiturrahman-aceh-yang-ada-di-bantul-daerah-istimewa-yogyakarta-diy-1_43.jpeg?w=210&q=90
"Razia Pekat, Satpol PP Ciamis Amankan 12 Pasangan Bukan Suami Istri",https://news.detik.com/berita-jawa-barat/d-5545388/razia-pekat-satpol-pp-ciamis-amankan-12-pasangan-bukan-suami-istri,https://akcdn.detik.net.id/community/media/visual/2021/04/25/sejumlah-pasangan-bukan-suami-istri-diamankan-petugas-di-ciamis_43.jpeg?w=210&q=90
"Budidaya Maggot, Ponpes di Cirebon Ini Sukses Jaga Lingkungan-Wirausaha",https://news.detik.com/berita-jawa-barat/d-5545383/budidaya-maggot-ponpes-di-cirebon-ini-sukses-jaga-lingkungan-wirausaha,https://akcdn.detik.net.id/community/media/visual/2021/04/25/santri-di-ponpes-cirebon_43.jpeg?w=210&q=90
Polemik Wapres Ingin Santri Dapat Dispensasi Mudik,https://news.detik.com/berita/d-5545376/polemik-wapres-ingin-santri-dapat-dispensasi-mudik,https://akcdn.detik.net.id/community/media/visual/2021/03/02/wakil-presiden-maruf-amin_43.jpeg?w=210&q=90
Perjalanan KRI Nanggala-402 Hingga Dinyatakan Tenggelam,https://news.detik.com/detiktv/d-5545370/perjalanan-kri-nanggala-402-hingga-dinyatakan-tenggelam,https://akcdn.detik.net.id/community/media/visual/2021/04/21/ini-potret-kapal-selam-kri-nanggala-402-yang-hilang-kontak-di-bali-4_43.jpeg?w=210&q=90
"Sayembara Rp 125 Juta, Suami Cari Istri Hilang hingga ke Jambi",https://news.detik.com/berita/d-5545363/sayembara-rp-125-juta-suami-cari-istri-hilang-hingga-ke-jambi,https://akcdn.detik.net.id/community/media/visual/2021/04/23/ini-foto-foto-ervina-lubis-warga-riau-yang-hilang-dan-disayembarakan_43.jpeg?w=210&q=90
Harapan Oksigen KRI Nanggala-402 Bisa 5 Hari Bertahan,https://news.detik.com/berita/d-5545358/harapan-oksigen-kri-nanggala-402-bisa-5-hari-bertahan,https://akcdn.detik.net.id/community/media/visual/2021/04/21/kri-nanggala-402-1_43.jpeg?w=210&q=90
Ini Jadwal Imsak dan Buka Puasa untuk Jatim pada 25 April 2021,https://news.detik.com/berita-jawa-timur/d-5545357/ini-jadwal-imsak-dan-buka-puasa-untuk-jatim-pada-25-april-2021,https://akcdn.detik.net.id/community/media/visual/2021/04/21/ilustrasi-ramadhan-atau-ramadan-1_43.jpeg?w=210&q=90
Simak Jadwal Imsak-Buka Puasa di Jakarta 25 April,https://news.detik.com/berita/d-5545356/simak-jadwal-imsak-buka-puasa-di-jakarta-25-april,https://akcdn.detik.net.id/community/media/visual/2019/05/17/8db05269-7853-4b3f-9bdc-fe9730b3097a_43.jpeg?w=210&q=90
1 Miliar Lebih Dosis Vaksin COVID-19 Sudah Diberikan di Dunia,https://news.detik.com/internasional/d-5545354/1-miliar-lebih-dosis-vaksin-covid-19-sudah-diberikan-di-dunia,https://akcdn.detik.net.id/community/media/visual/2021/03/23/ilustrasi-vaksin-nusantara_43.jpeg?w=210&q=90
"Bukber Kantor Desa di Sukabumi Ricuh, Kaca Jendela Pecah",https://news.detik.com/berita/d-5545346/bukber-kantor-desa-di-sukabumi-ricuh-kaca-jendela-pecah,https://akcdn.detik.net.id/community/media/visual/2021/04/25/bukber-kantor-desa-di-sukabumi-ricuh-kaca-jendela-pecah_43.jpeg?w=210&q=90
Firasat Ibu Awak KRI Nanggala-402 di Bojonegoro,https://news.detik.com/berita-jawa-timur/d-5545345/firasat-ibu-awak-kri-nanggala-402-di-bojonegoro,https://akcdn.detik.net.id/community/media/visual/2021/04/25/rumah-ibu-kopda-mes-khoirul-faizin_43.jpeg?w=210&q=90
Netanyahu Serukan Semua Pihak Tenang Usai Bentrokan di Yerusalem,https://news.detik.com/internasional/d-5545336/netanyahu-serukan-semua-pihak-tenang-usai-bentrokan-di-yerusalem,https://akcdn.detik.net.id/community/media/visual/2020/08/14/benjamin-netanyahu_43.jpeg?w=210&q=90
